	Unnamed: 0	text	target
6290	6290	как скинуть деньги на телефон с карты сбербанка	0
6291	6291	RT Глава Сбербанка Герман Греф: швейцарский франк, норвежская и шведская кроны являются самыми надежными валютами. А что бу…	0
6292	6292	сбербанк кредит под залог земли	0
6293	6293	способы погашения кредита сбербанк	0
6294	6294	скачать приложение для андроида сбербанк онлайн	0
6295	6295	RT Три государства с самой надежной валютой назвал глава Сбербанка Греф	0
6296	6296	"Сбербанк продлил ""Мегафону"" две кредитные линии на сумму до 105 млрд рублей бизнес"	0
6297	6297	положить на счет через смс сбербанк	0
6298	6298	Делом о найденных на свалке документах Сбербанка занялась полиция Ижевска	-1
6299	6299	сбербанк потребит кредит	0
6300	6300	мобильный банк сбербанк для андроид	0
6301	6301	сбербанк проверить остаток по кредиту	0
6302	6302	бизнес план сбербанком	0
6303	6303	сбербанк бизнес онлайн инструкция	0
6304	6304	МВД Удмуртии проведет проверку выброшенных Сбербанком документов	-1
6305	6305	RT , Сбербанк информирует клиентов о проведенных операциях с помощью ежемесячного отчета, который предоставляется клие…	0
6306	6306	перекредитование потребительских кредитов в сбербанке	0
6307	6307	Сбербанк в Кировской области открыл 30 офисов нового формата:	1
6308	6308	Деньги вкладчикам НМБ вернут Сбербанк и «МДМ Банк»	0
6309	6309	RT , при получении карты вы можете выбрать, как получать данный отчет, по электронной почте, в офисе банка, либо на в…	0
6310	6310	Герман Греф выступил на Гайдаровском форуме: Президент, Председатель Правления Сбербанка России Герман Греф п...	0
6311	6311	бланк на ипотеку сбербанк форма: Погашение кредита при ипотеке. После получения ипотечного кредита и благополу...	0
6312	6312	сбербанк онлайн вход в личный	0
6313	6313	бланк доверенности сбербанка для корпоративных клиентов	0
6314	6314	образец написать претензию	0
6315	6315	"новости Сбербанк ""Граждане,НЕ храните деньги в Сбербанке!” почти © А ещё что то говорят о доверии к нашей банковской системе."	-1
6316	6316	как проверить счеи сбербанковской карточки через	0
6317	6317	кредит в сбербанке карта	0
6318	6318	www sberbank ru кредиты	0
6319	6319	RT Сбербанку грозит уголовная и административная ответственность за халатность новости Сбербанк	-1
6320	6320	"""НИИ стали"" завершил поставку партии бронежилетов для инкассаторских служб Сбербанка РФ - Сделано у нас"	0
6321	6321	Вчера, 15.01.2014, был найден кошелек. В кошельке 2 карты сбербанка на имя Николая Новикова и Антонины Новиковой. П..	0
6322	6322	программа клиентсбербанк руководство пользователя	0
6323	6323	Глава Сбербанка России назвал три самые надежные валюты мира	0
6324	6324	Глава Сбербанка России назвал три самые надежные валюты мира: Греф отметил, что шведская крона, швейцарский фр...	0
6325	6325	2 ндфл чтобы взять кредит в сбербанке	0
6326	6326	"Мда....Сбербанку понятие ""сервис"" явно незнакомо.... Сбербанк Мира 286)"	-1
6327	6327	RT Сбербанк заработал в 2013 г. рекордные 392,6 млрд руб.	1
6328	6328	c карточки украли более 10к через сбербанк деньги наврядли вернут так вот кто украл гори в аду, мразь ;3 SBERBANKPLZ	-1
6329	6329	Вести.ru | Прибыль Сбербанка в 2013 г. выросла на 13,4%	1
6330	6330	возврат страховки по кредиту сбербанка	0
6331	6331	сбербанк онлайн погашение кредита	0
6332	6332	Сбербанк захотел водочный завод	0
6333	6333	сбербанк золотая карта	0
6334	6334	Сбербанк не покупал «ИжАвто» за 20 тысяч рублей	0
6335	6335	сбербанк кредит на дом	0
6336	6336	как восстановить сберкнижку сбербанка	0
6337	6337	Проезд в Москве с 28 января нельзя будет оплатить картами Сбербанка Maestro и Visa Electron	-1
6338	6338	киров кредит потребительский сбербанк	0
6339	6339	кредит сбербанк потребительский зарплатная карта	0
6340	6340	как узнать сколько спасибо на карте сбербанка	0
6341	6341	RT , банк зачисляет денежные средства не позднее вечера следующего рабочего дня после получения реестров на зачисление.	0
6342	6342	"""Металлоинвест"" и Сбербанк рефинансируют кредиты на 55 млрд рублей бизнес"	0
6343	6343	"Полиция задержала грабителей, укравших из московского филиала ""Сбербанка"" 32 миллиона рублей rufollowme"	-1
6344	6344	заплатить кредит сбербанк	0
6345	6345	RT Банк дважды заживо «похоронил» клиента: Сбербанк России выплатил жителю города Пермь компенсацию в 150 тысяч р...	-1
6346	6346	Сбербанк, спасибо за напоминание, но я не брала у вас кредит.	-1
6347	6347	кредит в сбербанке рассчитать ипотека	0
6348	6348	как в сбербанк онлайн поменять номер телефона	0
6349	6349	перекредитование ипотечного кредита в сбербанке	0
6350	6350	как получить кредитную карту сбербанка	0
6351	6351	У sberbank ужасно работает служба поддержки. По телефону и в оффлайн отделении не смогли помочь, на заявку с сайта 40 дней нет ответа.	-1
6352	6352	сбербанк студенческий кредит	0
6353	6353	"Инкассатор: Эх... И как же ты в ""Сбербанк""-то умудрилась попасть?... За что ж тебя так наказали?... ХDDDD"	-1
6354	6354	сбербанк онлайн скачать для симбиан: Обратитите внимание: Crash Bandicoot Nitro Kart 3D скачать бесплатно на р...	0
6355	6355	сбербанк кредит н новгород	0
6356	6356	договор купли продажи квартиры по ипотеки сбербанка	0
6357	6357	В Сбербанке России работают самые лучшие люди. Самые умные программисты, знающие финансисты и вежливейшие операторы. И по	1
6358	6358	база данных сбербанка	0
6359	6359	сбербанк оформление кредита онлайн	0
6360	6360	Сбербанк бизнес онлайн вход в систему	0
6361	6361	RT Ипотечный кредит про кредит и сбербанк	0
6362	6362	как узнать баланс на карте через смс сбербанка	0
6363	6363	максимальная сумма образовательного кредита в сбербанке	0
6364	6364	Котировки акций Распадская и Сбербанк в реальном времени	0
6365	6365	Новый офис Сбербанка открылся во Владивостоке	1
6366	6366	образец заявления в сбербанк	0
6367	6367	Народная ипотека сбербанк | Социальная программа «Народная ипотека» - смелый эксперимент: Народная ипотека сбе...	0
6368	6368	Ипотека в Сбербанке Лучшие Условия Кредитного Договора	0
6369	6369	максимальная сумма образовательного кредита сбербанка	0
6370	6370	приложение 5 заявление на получение премиум кредита сбербанка россии	0
6371	6371	банкомат сбербанка как пользоваться	0
6372	6372	образец квитанций сбербанка	0
6373	6373	Сбербанк собирается построить 12-этажное здание в 202 микрорайоне. / / В нем планируется разместить аппарат якут..	0
6374	6374	«Сбербанк» по ошибке дважды списал деньги с карт клиентов	-1
6375	6375	RT Сразу после приговора упали и индекс ММВБ, и акции Сбербанка, и акции «Газпрома».	-1
6376	6376	Сбербанк по ошибке дважды списал деньги с карт клиентов:	-1
6377	6377	Сбербанк открыл в Татарстане четыре офиса	1
6378	6378	RT НЕНАВИЖУ Сбербанк. Взяли, блин, моду принимать коммунальные платежи, только через банкомат. Который естественно не дает с	-1
6379	6379	какой тест на интерпретацию информации в сбербанке	0
6380	6380	Сбербанк: Россию ждет вялый рост и слабый рубль	0
6381	6381	как оплатить кредит через сбербанк	0
6382	6382	Продажу госпакета акций «Ростелекома» могут доверить Сбербанку	0
6383	6383	В период с 1 по 15 января Северныйбанк Сбербанк России выдал 3900 розничных кредитов на 1,03 млрд. рублей. (cont)	0
6384	6384	сбербанк россии кредит на строительство	0
6385	6385	подделать чек сбербанка	0
6386	6386	Исследование Сбербанка официально признало рубль 11-м в рейтинге мировых валют.	0
6387	6387	"Сбербанк CIB выдаст ""Интеко"" 20 млрд руб. на новые проекты"	0
6388	6388	"""Сбербанк КИБ"" предоставит кредит на сумму $1,75 млрд Антипинскому НПЗ бизнес"	0
6389	6389	RT , действительно, в настоящий момент наблюдаются временные ограничения при входе в Сбербанк Онлайн.	-1
6390	6390	образец договора кредитного договора сбербанка	0
6391	6391	рф по кредитам нефинансовым организациям в рублях на срок до одного года без учета сбербанка по итогам августа не изменилась	0
6392	6392	не получается сбросить пароль , временно заблокировано	-1
6393	6393	Сотрудница сбербанка с третьего раза правильно напечатала мою фамилию . Не выспалась похоже. У меня очень трудная фамилия.	-1
6394	6394	"По оценке аналитиков ""Сбербанк КИБ"", на иностранных инвесторов приходится около 70% акций российских компаний, находящихся в свободном..."	0
6395	6395	Добрый день Подскажите пожалуйста,если с карты деньги украли !!! То сбербанк с этим не разбирается и деньги не вернут???	-1
6396	6396	кредит оформляется на супругу Сулейманова Лиляна Владимировна	0
6397	6397	В 2013 году Сбербанк аккредитовал в Байкальского регионе 180 новостроек	0
6398	6398	Сбербанк увеличил количество пунктов приема заявлений и выдачи УЭК	1
6399	6399	пополнение сбербанковской карты киви	0
6400	6400	как класть деньги на телефон с карты сбербанка	0
6401	6401	Можно ли взять кредит в сбербанке десять тысяч рублей	0
6402	6402	Рейтинг стоимости брендов: Apple — лидер, две российские компании — Сбербанк и МТС вошли в топ-100	1
6403	6403	заявление на выдачу кредита сбербанк	0
6404	6404	30 минут ада даже в пустом сбербанке	-1
6405	6405	Как взять доверительный кредит в сбербанке	0
6406	6406	Как получить моментальную кредитную карту сбербанка	0
6407	6407	сбербанк официальный кредиты	0
6408	6408	кредит под залог недвижимости сбербанк	0
6409	6409	Получить кредит 300 тысяч в сбербанке поручители нужны	0
6410	6410	кредиты сбербанка на неотложные нужды	0
6411	6411	Сбербанк активно поддерживает молодые семьи	1
6412	6412	сбербанк нальчик кредиты	0
6413	6413	RU_FF Сбербанк в январе-ноябре увеличил чистую прибыль по РСБУ на 5,5%	1
6414	6414	Сбербанк в Марий Эл активно развивает торговый эквайринг	1
6415	6415	Уральский банк Сбербанка России внедряет новые услуги для автолюбителей: Уральский банк Сбербанка России обесп...	1
6416	6416	Уральский банк Сбербанка России продлил акцию «Счастливый платеж»: Уральский банк Сбербанка России продлил до ...	0
6417	6417	Герман Греф выступил на Гайдаровском форуме: Президент, Председатель Правления Сбербанка России Герман Греф пр...	0
6418	6418	srubi59.ru Сбербанк в Забайкалье увеличил жилищное кредитование в 2013 г на 30%: Читинское отделение Сбербанка...	1
6419	6419	кредиты сбербанка держателям зарплатных карт	0
6420	6420	вакансии воронеж сбербанк	0
6421	6421	Как взять кредит в сбербанке что для этого нужно	0
6422	6422	"""Уралкалий"" привлекает кредит у Сбербанка на $2 млрд бизнес"	0
6423	6423	"Sberbank CIB выдал предприятию ""Ямал развития"" кредит на 2,94 млрд долларов"	0
6424	6424	"Составлены сетки Финала ""Минских надежд 2013 на призы ОАО ""БПС-Сбербанк""."	0
6425	6425	Короче, ,сломалось ваше приложение на wp8, да и на андроиде стало все грустно. Народ негодует, хотим исправлений	-1
6426	6426	кредиты сбербанка физическим лицам проценты	0
6427	6427	расчет потребительского кредита в сбербанке	0
6428	6428	Если не секрет, почему филиалы и работников сокращаете?	-1
6429	6429	сбербанк sberbank Если не секрет, почему филиалы и работников сокращаете?	-1
6430	6430	Греф объяснил, почему сокращает сотрудников Сбербанка	0
6431	6431	учебная практика в сбербанке отчет:	0
6432	6432	"3-й день - для и проводим М-классы. Сегодня эксперт - ""Продающие сайты"""	0
6433	6433	Сбербанк предупреждает: Правила безопасности при работе с банкоматами: Несоблюдение несложных прав... пермь	0
6434	6434	"В Архангельской области предприниматель выиграла иск к ""Сбербанку России"" по делу о неосновательном обога.."	-1
6435	6435	кредиты предпринимателям сбербанк россии	0
6436	6436	кредит в сбербанке 2012	0
6437	6437	"Застреленный в Башкирии инкассатор оказался сотрудником ""Сбербанка"""	-1
6438	6438	приложение мобильный сбер банк на сиибиан	0
6439	6439	минимальная сумма ипотечного кредита сбербанк	0
6440	6440	у меня уже был активен sbonline!после обновы слетел!а теперь,пароль высланный вами же не принимает!	-1
6441	6441	"В ходе акции ""Ленточка Ленинградской победы"" ленты будут раздавать в школах, отделениях Сбербанка и почты."	0
6442	6442	«Интерторг» купил фруктовый терминал. Интерторг Сбербанк ритейл новости	0
6443	6443	сбербанк отказ в кредите	0
6444	6444	бланк квитанции сбербанка форма пд 4сб налог	0
6445	6445	кредит на открытие бизнеса сбербанк	0
6446	6446	«Сбербанк» по ошибке дважды списал деньги с карт клиентов tech russia	-1
6447	6447	Погибший от огнестрельного ранения 44-летний водитель-инкассатор Александр Сенаторов и его коллега оказались сотрудниками Сбербанка. ...	-1
6448	6448	Застреленный в Башкирии инкассатор оказался сотрудником Сбербанка	-1
6449	6449	шаблон платежки сбербанка	0
6450	6450	Химия банковского процесса: Арбитражный суд Самарской области обязал Сбербанк выплатить КуАзу 1,69 млрд рубле...	-1
6451	6451	Сибирский Сбербанк: потребительские кредиты – Олимпийская лотерея сбербанк кредиты олимпиада лотерея банки	0
6452	6452	Сегодня нам предлагали работу в Сбербанке	0
6453	6453	Герман Греф выплатит сотрудникам премии за потерю лишнего веса. Редакция Мнений.ру заказала пиццу и посочувствовала работникам Сбербанка.	0
6454	6454	RT Ижевский Сбербанк забрал выброшенные на свалку данные клиентов	-1
6455	6455	Я бы на месте Сбербанка лучше обучала своих сотрудников. Час стою.	-1
6456	6456	RT Знание правил безопасного пользования паролями в интернете спасет ваши деньги от мошенников	0
6457	6457	как узнать номер своей карты сбербанка	0
6458	6458	Патентообладатели не могут оплатить пошлины, а значит их Интеллектуальная СОБСТВЕННОСТЬ будет просрочена...	0
6459	6459	"""Боже мой, дорогой Сбербанк, научите своих сотрудниц работать! Даже я знаю об их обязанностях и во..."" foursquare"	-1
6460	6460	Сбербанк - враг инноваторов! (?) А отговорка у вас одна: МНС не прислала вам ОКТМО! )	-1
6461	6461	Как получить кредит в сбербанке безработному	0
6462	6462	Завершение мастер- класс владимиркиприянов сбербанк Сбербанк	0
6463	6463	RT Сбербанк и ПочтаРосии - новые медицинские названия геморроя!	-1
6464	6464	как заменить карту сбербанка	0
6465	6465	"В Башкирии инкассатор ""Сбербанка"" смертельно ранен в голову /"	-1
6466	6466	как узнать баланс на карте сбербанка по телефону	0
6467	6467	Я сдерживаю, себя каждый раз, когда захожу в сбербанк, ебучий стиль	-1
6468	6468	новости Клиентов НМБ поделят Сбербанк и МДМ Банк новокузнецк	0
6469	6469	о как. А на ваш вопрос — в терминале Сбербанка находите по названию организации и оплачиваете	0
6470	6470	сбербанк 50000 кредит	0
6471	6471	Сбербанку придется ответить за выброшенные на свалку документы	-1
6472	6472	Сбербанк приостановит 19 января ряд онлайн-операций из-за техработ	-1
6473	6473	RT Сбербанк приостановит 19 января ряд онлайн-операций из-за техработ	-1
6474	6474	Сбербанк РФ запустил новую версию сайта	1
6475	6475	как заказать карту сбербанка онлайн	0
6476	6476	RT Оплатить покупки в интернет-супермаркете ПО Softkey теперь можно с помощью «Сбербанка»	1
6477	6477	Как взять беспроцентный кредит в сбербанке	0
6478	6478	Сбербанк не исключает перебоев в проведении онлайн-операций 19 января из-за технологических работ: Сбербанк в ...	-1
6479	6479	"Сбербанк и ""ВТБ 24"" выплатят возмещения вкладчикам Мастер-банка"	0
6480	6480	Я мчусь в ад. Сбербанк, жди меня!	-1
6481	6481	В музее Сбербанка провели экскурсию для самарских школьников - самара	0
6482	6482	Сервисы и терминалы Сбербанка временно отключат 19 января	-1
6483	6483	автокредит для ип сбербанк	0
6484	6484	взять второй кредит в сбербанке	0
6485	6485	В ночь на 19 января Сбербанк может приостановить работу терминалов	-1
6486	6486	Сбербанк реализовал 526 тысяч монет из золота и серебра, посвященных играм в Сочи	0
6487	6487	сбербанк описание претензионной ситуации	0
6488	6488	RT , номер обращения уточните, пожалуйста	0
6489	6489	кредит сбербанка через терминал	0
6490	6490	RT Однушка на пятом этаже этой пятиэтажки в Зюзино стоит 5,3 млн. С ипотекой Сбербанка на 15 лет в сумме выйдет 12 млн	0
6491	6491	оплата кредита сбербанка через интернет	0
6492	6492	межбанковские кредиты сбербанка	0
6493	6493	Сбербанк России	0
6494	6494	Котировки привилегированных акций сбербанка на сегодня Котировки пр...	0
6495	6495	проверить кредит сбербанк	0
6496	6496	Приложение Мобильный банк сбербанк россии для symbian	0
6497	6497	договор образец ипотечный сбербанк	0
6498	6498	Автокредитование сбербанка | Автокредитование Сбербанка: Автокредитование сбербанка | Автокредитование в Росси...	0
6499	6499	Бланк заявления в сбербанк о смене пароля	0
6500	6500	заплатить кредит сбербанк онлайн	0
6501	6501	Как импортировать платежки из 1с в сбербанк бизнес онлайн	0
6502	6502	помогу взять кредит в сбербанке	0
6503	6503	онлайн сбербанк россии кредит	0
6504	6504	сбербанк сургут кредит	0
6505	6505	"RT ФАС разрешила ""Сбербанку"" купить ""Яндекс.Деньги"""	0
6506	6506	В Ижевске нашли свалку документов с личными данными клиентов Сбербанка	-1
6507	6507	кредиты сбербанка в 2012 году	0
6508	6508	корпоративный кредит сбербанка	0
6509	6509	сбербанк мини кредит	0
6510	6510	инструкция терминалу сбербанка	0
6511	6511	События Сбербанк в Чувашии активно привлекает средства корпоративных клиентов	0
6512	6512	автоплатеж сбербанк как отключить	0
6513	6513	как в сбербанке открыть валютный счет	0
6514	6514	погашение кредита через сбербанк онлайн	0
6515	6515	стоимость кредита в сбербанке	0
6516	6516	сбербанк кредитный договор ипотека	0
6517	6517	Акции сбербанка по потребительским кредитам сегодня Акции сберба...	0
6518	6518	Сбербанк с 2016 года начнет сокращать банкоматную сеть бизнес	-1
6519	6519	как узнать баланс по карте сбербанка	0
6520	6520	сбербанк официальный сайт рассчитать кредит	0
6521	6521	ДЕЛО - Сбербанк России получил неожиданный отказ от Нацкомфинуслуг	-1
6522	6522	сбербанк кредит 50000	0
6523	6523	рассчитать автокредит в сбербанке	0
6524	6524	иструкция мобильный банк сбербанк	0
6525	6525	Starbucks хотя бы круг убрал с названием, Сбербанк - наклон всего логотипа, а VISA просто желтый элементик	0
6526	6526	При выборе оплаты заказа картой предлагает мне распечатать квитанцию Сбербанка, а я в Сиэтле. Хвала спасительным	0
6527	6527	Закрыл счет в сбербанке. Последняя фраза: почему мы должны работать в обед? Еще подпись свою старую только с 3 попытки поставил. Секурность!	-1
6528	6528	образцы договоров купли продажи квартиры сбербанк	0
6529	6529	В Карымском районе сотрудница Сбербанка России подозревается в мошенничестве на… прокуратура	-1
6530	6530	900 сбербанк как пополнить счет	0
6531	6531	приложение сбербанк онлайн для андроид	0
6532	6532	сбербанк оставить заявку на кредит	0
6533	6533	оплата кредита через терминал сбербанка	0
6534	6534	комиссия за выдачу кредита сбербанк	0
6535	6535	Сбербанк планирует наращивать долю комиссионных доходов	1
6536	6536	кредит лпх сбербанк	0
6537	6537	сбербанк карта моментум инструкция	0
6538	6538	сбербанк россии бланк заявление на получение международной карты	0
6539	6539	как быстро приходят деньги на карту сбербанка	0
6540	6540	сбербанк онлайн малый бизнес инструкция	0
6541	6541	Московский банк Сбербанка в январе-августе выдал юрлицам кредитов на 528,6 млрд рублей	0
6542	6542	сбербанк автокредит онлайн	0
6543	6543	БЛАНК СБЕРБАНКА СКАЧАТЬ: Образцы бланков документов: В Этом разделе собраны образцы документов для физлиц.Посл...	0
6544	6544	как узнать номер банковской карты сбербанк	0
6545	6545	сбербанк приглашает на презентацию яхт, но вынужден отказаться в пользу admitad тусовки... да и яхты - не мой фетиш	0
6546	6546	Привязывать электронную подпись к уэк сбербанк отправляет в офис на Брестской.	0
6547	6547	Сбербанк подал иск к австрийской группе Volksbanken AG в Международный суд	0
6548	6548	справка для кредита сбербанк	0
6549	6549	RT Продажу госпакета акций «Ростелекома» могут доверить Сбербанку	0
6550	6550	15 января на свалке в Ижевске нашли кучу документов, содержащих секретную информацию о клиентах «Сбербанка»....	-1
6551	6551	RT Лишь 3% россиян стремятся получать выгоду от вложений. Заставьте деньги работать на вас с опцией «Подбор вклада»	0
6552	6552	дэвис случайная вселенная книга сбербанк бланк о доходах	0
6553	6553	заявление-анкета на бланке сбербанка заз sens полная инструкция	0
6554	6554	инструкция 241р сбербанк бланк почтового конверта	0
6555	6555	сбербанк кредитный ипотека	0
6556	6556	сбербанк кредит на участок	0
6557	6557	фирменный бланк сбербанка россии бланк енвд за 2007г	0
6558	6558	сбербанк кредит ханты мансийск	0
6559	6559	RT 8220;Интерфакс&amp;#8221; узнал о планах Сбербанка по приобретению австрийского Raiffeisen TEAMFOLLOWBACK	0
6560	6560	кредит по карте сбербанка	0
6561	6561	кредит на зарплатную карту сбербанка	0
6562	6562	"Мой ответ на вопрос ""Что будет, если заказала карту Сбербанка, а получать не пришла, передумала?"""	0
6563	6563	банки рф в частности сбербанк втб и газпромбанк подписали соглашение с научно производственной корпорацией уралвагонзавод	0
6564	6564	кредит в сбербанке для студентов	0
6565	6565	сбербанк екатеринбург адреса ленинский	0
6566	6566	программа сберсигн сбербанк	0
6567	6567	вы же пониамете что впши 6.5% годовых хоть с опцией, хоть без нее инфляцию не кроют. Вы искренне верите что можно копить???	-1
6568	6568	Акция сбербанка по кредитам ипотека Акция сбербанка по кредитам ипотека htt...	0
6569	6569	Есть ли решение, чтобы перевести на счет мобильного, если есть только телефон с приложением Сбербанк онлайн, но нет шаблона для оператора.	0
6570	6570	Акции сбербанка автокредит Акции сбербанка автокредит	0
6571	6571	При покупке часов Сбербанк с золотой карты сделал скидку 5% через Denizbank .. Мелочь , а приятно !!!	1
6572	6572	Сбербанк сделал не карту Косулина, а карту Шредингера. По телефону говорят, что она есть, а в отделении ее нет	-1
6573	6573	Кредитование Сбербанком РФ	0
6574	6574	справка для оформления кредита поручительства оао сбербанк россии образец	0
6575	6575	Кредит в банке Сыктывкара отзывы | Где сбербанк в сыктывкаре | Кредит под низкий процент	0
6576	6576	виды кредитов сбербанка россии	0
6577	6577	сбербанк кредит онлайн	0
6578	6578	сбербанк доверительный кредит калькулятор	0
6579	6579	преддипломный отчет по практике по сбербанку	0
6580	6580	Взять деньги в долг онлайн на карту сбербанка	0
6581	6581	два кредита в сбербанке	0
6582	6582	Новая услуга Сбербанка.	0
6583	6583	Золотые инвестиции калининградцев: В офисах Калининградского отделения Сбербанка можно приобрести монеты из др...	0
6584	6584	На окраине Ижевска найдена свалка с документами «Сбербанка»	-1
6585	6585	сбербанк что нужно для кредита	0
6586	6586	взять ипотечный кредит в сбербанке	0
6587	6587	как завести кредитную карту сбербанка	0
6588	6588	RT сбербанк положить денег на телефон	0
6589	6589	взять деньги в кредит сбербанк	0
6590	6590	12 ноября: День работников Сбербанка России. День специалиста по безопасности. россия chilly	0
6591	6591	100000 в кредит в сбербанке	0
6592	6592	RT Забавный ролик Сбербанка -	0
6593	6593	Сбербанк подал иск к австрийской группе Volksbanken AG в Международный суд новости	0
6594	6594	способы оплаты кредита сбербанк	0
6595	6595	В минувшую субботу, 18 мая, Сбербанк провел в Саратове Зеленый марафон	0
6596	6596	сбербанк кредит быстро	0
6597	6597	сбербанк онлайн ипотека	0
6598	6598	рефинансирование потребительских кредитов в сбербанке	0
6599	6599	кредит в сбербанке екатеринбург	0
6600	6600	кредит в сбербанке без поручителей	0
6601	6601	сбербанк брянск кредиты	0
6602	6602	сбербанк ипотека материнский капитал	0
6603	6603	RT В Ижевске на свалке найдены персональные данные клиентов Сбербанка	-1
6604	6604	"Автоинформатор предлагает сказать пароль на кассе МТС при оплате услуг за бонусные баллы ""Браво"". Действительно ""Браво""-КРУТО(((("	-1
6605	6605	Почему при переводе на карту сбербанка с карты сбербанка взята комиссия?	0
6606	6606	бланк заявление о спорной операции по карте сбербанка рф	0
6607	6607	Вооот, оно чо! оказывается даёт ПРАВИЛЬНЫЕ советы по питанию, а по банковской деятельности не дают. Может в общепит обратиться?	-1
6608	6608	Советы как выжить на те крохи что остаются после кредитов ))	-1
6609	6609	сбербанк кредиты малому бизнесу	0
6610	6610	расчет погашения кредита в сбербанке	0
6611	6611	Могу ли я взять кредит в сбербанке россии	0
6612	6612	второй кредит в сбербанке	0
6613	6613	Как взять кредит в сбербанке северо кавказский банк	0
6614	6614	1c 77 загрузка в сбербанк онлайн	0
6615	6615	Говоря о кредитования строительства, она отметила, что наиболее выгодными для застройщика являются условия, предоставляемые Сбербанком.	1
6616	6616	Оформление заявки на кредит в Сбербанке	0
6617	6617	Сбербанк предлагает нижегородцам удобную ипотеку в 8230;	0
6618	6618	взять 50000 кредит в сбербанке	0
6619	6619	Сбербанк промо код: Сбербанк промо код	0
6620	6620	анализ ипотечного кредитования сбербанка россии	0
6621	6621	Украина в 2014 году выплатит $750 млн по обесценившимся вкладам Сбербанка СССР бизнес	0
6622	6622	заявление на поиск платежа в сбербанке	0
6623	6623	"Греф перечислил успехи, цели и ""головные боли"" Сбербанка news"	0
6624	6624	RT Вы бы заставили работать банкоматы!Хотя бы...	-1
6625	6625	Байкальский банк Сбербанка увеличил жилищное кредитование до 20,9 млрд руб	1
6626	6626	сбербанк-аст электронная торговая площадка как стать участником торгов: 11:51:21 Ирина: Добрый день! А если наша…	0
6627	6627	Сбербанк не проводит операции в ряде отделений из-за техсбоя бизнес	-1
6628	6628	приложение сбербанк онлайн для андроида	0
6629	6629	сбербанк кредит под залог авто	0
6630	6630	сбербанк ульяновск кредиты	0
6631	6631	Положись на меня, я надежнее СберБанка	-1
6632	6632	Sberbank CIB выдал предприятию Ямал развитие кредит на $2,94 млрд:	0
6633	6633	RT сбербанк sbrf Грабит каждого из нас. За оплату картой на сумму 499р остаток оказался меньше чем должен быть на 35 рублей.	-1
6634	6634	проблемы правоведения статьи журнала сбербанк незаконное блокирование	0
6635	6635	Новости / Ипотека от Сбербанка на квартиры в ЖК «Новый мыс 2.0»: Источник dom72.ru	0
6636	6636	справочник адресов сбербанка москвы рецепты сыроедов книга	0
6637	6637	сбербанк в омске кредит	0
6638	6638	Перепост, Усинск... найден портмоне с документами (водительское удостоверение, карта сбербанк, наличные деньги и т...	0
6639	6639	Акции сбербанка динамика 2013: Акции сбербанка динамика 2013	0
6640	6640	отправил на почту. Жду результат!	0
6641	6641	RT НПФ ВТБ Пенсионный фонд вошел в ТОП-5 лидеров рынка по объему пенсионных накоплений:	1
6642	6642	Банк втб оставить заявку	0
6643	6643	Кредит втб 24 калькулятор	0
6644	6644	Онлайн заявка на ипотечный кредит в втб 24	0
6645	6645	Процентная ставка по вкладам втб 24	0
6646	6646	Кредитный калькулятор втб 24 рефинансирование	0
6647	6647	стратегия инвестирования в памм---, доверительное управление втб 24	0
6648	6648	Есть ли в Кунгуре банк ВТБ или его терминал??? срочно нужно!	0
6649	6649	Подать онлайн заявку на кредит в втб 24	0
6650	6650	пример заполнения справки о доходах по форме банка втб 24	0
6651	6651	что написать в ответном смс втб 24 чтобы проверить баланс	0
6652	6652	интернет банк втб 24 проверить баланс	0
6653	6653	справка для банка в свободной форме образец банк втб	0
6654	6654	Рассчитать кредит втб 24 калькулятор	0
6655	6655	Втб 24 сделать онлайн заявку	0
6656	6656	Втб 24 вклады в рублях	0
6657	6657	Банк втб24 оставить заявку	0
6658	6658	| Банк втб пенсионерам кредит	0
