На корпоративе Tele2 закрыл зону с граффити. У кого что болит, то и рисуют) этоОсипов этонорма…	Мир связи МТС №7 (июль 2014) PDF + Online	0
будем признательны, если отправите информацию о качестве связи в соответствии с примером: ^НМ МТС	Пинг больше 100 это уже плохо!	0
RT МТС возвращается в Узбекистан после двух лет отсутствия	МТС «открывает» мобильные библиотеки в Омске и Белокурихе.Инновационный проект «Мобильная библиотека» будет запущен на площадке книжного фе	0
Мы работаем на объединенной сети. Но, при этом, 4G будет работать только там, где есть наше покрытие.	Здравствуйте, !Больше нет мОчи терпеть!Сделайте что-нибудь уже, а?! Карелия,Питкярантский р-н,Ууксу	0
Качество связи в местах отдыха вологжан улучшилось. Вологда – Tele2 сообщает о проведенных работах по расширению зоны покрытия и развитию с	МТС vs Beeline на одном примере beeline МТС	0
МТС отключен, я на life	«Билайн» делает мобильный видеоконтент еще доступней	0
нестабильное качество связи	скачать программу билайн модем Бесплатно	0
"почему у меня после перехода на Smart+ продолжают снимать по 2р за ""звони бесплатно""? При попытке отключить,пишет не подключена	", у Вас есть замечания по качеству связи? Вы отправляли нам информацию, запрошенную ранее? ^АВ МТС	0
"огромные замечания Где моя ""максимальная скорость""?	инструкция по установке модема мегафон к планшету инструкция планшету	0"
"МТС подала третий иск против ""Евросети""	«Билайн» ТВ представляет специальную подписку «AMEDIA Premium HD» ОАО «ВымпелКом» (бренд «Билайн») открывает...	0"
В интернете нельзя говорить не подтвержденную информацию без доказательства, ок. Ростелеком говно," доказательство:	""МТС подкючили какую-то """"конференц-связь"""" тупо чтоб снимать лавэ на нац.гвардию)""	0"
Скорость отличная, но лично у меня много претензий по качеству связи Мегафона.	МТС Антрацит: налетай, заработало!	0
уточните, пожалуйста," Ваш номер. Постараемся помочь. ^АВ МТС	""пока в Крыму для подключения доступен только тарифный план """"Супер МТС"""""," описание аналогично как для Краснодарского края. ^АВ МТС""	0"
их 3G летает у меня, а не мегафоне 4G даже говном был. И плачу меньше. А на МТС деньги всегда со счета пропадали. Так что, билайн	дорогой Билайн, это что за бред? Только скидка подключена и тут же отключена?? Глюк или что??	0
RT Настройки ммс билайн iphone	Как должна была выглядеть реклама - Tele2: на	0
Крым Киевстар прекратит свою работу в Крыму,вывески уже снимают,сотрудников обучают пришельцы из рос Билайна	да, вчера в Абонентской Службе отключили спам-подписку, что-то еще сделали и все заработала. Спасибо им за это! Спам одолевает	0
для проверки работы Интернет-услуг нам понадобятся данные по примеру: ^АВ МТС	Если у вас не работает Ростелеком интернет, то проще найти решение проблемы в интернете, чем звонить в тех. поддержку	0
было бы о чем переживать,уже в полном ходу у нас российский мтс;).	Спасибо, все восстановилось.	0
Напишите о сложившейся ситуации нашим коллегам	Крупные компании пока не планируют мигрировать с платформы Microsoft Windows XP Apple Мегафон	0
Ротенберг станет акционером «Ростелекома»	скачать оперу мини от мтс	0
Настройка модема мтс на планшете	Дер мегафон. За пределами домашнего региона 9,9 руб за мегабайт.	0
Beeline и Ucell предупредили о проблемах со связью в день начала экзаменов в Узбекистане	Теперь у меня на даче есть пристойный интернет! Ибо Билайн, да.	0
runews Beeline и Ucell предупредили о проблемах со связью в день начала экзаменов в Узбекистане: Вчера, авгус...	Ну что потянет интернет от Мегафона какую-нить сопку в дали от столицы? Пока глушняк Е5	0
очень лаконичная и интеллигентная подача," задумка ясна - рассчитано на думающих и читающих людей. Мне понравилось.	""как же мне нравится реклама """"билайн""""( про интернет на все устройства) -А мне интернет! -всем интернет.""	0"
Хабаровск : М ч познакомлюсь девушкой 30 лет мтс 89143125639	расскажи потом о впечатлениях... ) я тоже над покупкой такой штуки думала.. а то мтс - это жестоко)	0
Луганск частный сектор между гор.ОР и маг.Донбасс: МТС ловит периодически, смс доходят. Телефон на 58 работает. Света нет, вода и газ есть	Так как я работаю в Билайн, позвольте, прокомментирую. Очень неприятная ситуация, учитывая то, что произошла ошибка при заполнении договора.	0
ВымпелКом объявил о старте строительства крупнейшего в России Центр поддержки клиентов	RT Люблю МТС Трафика 0,а могу сидеть в вк и тви И фотки кидать иногда	0
МегаФон в «Твоем формате»	цифрового телевидения билайн Настройка	0
Киевстар принадлежит билайну. Он же вымпелком	Донецк Снаряд залетел на подстанцию, которая питает Петровку, Текстильщик, Широкий.МТС лежит, Электричества там, вероятно, долго не будет.	0
уже все наладилось. Более менее	Ещё немного честной лиги и теле2 честнаялига	0
Пожалуйста, дайте нам знать, если понадобится наша помощь. билайн	Здравствуйте! Напишите, пожалуйста, почему решили нас покинуть? билайн	0
сложно и нет желания	«Ростелеком» подключил 100 тысяч корпоративных клиентов в Сибири.«Ростелеком» подключил 100 тысяч бизнес-клиентов к услуге Интернет на терр	0
И продолжаю убеждаться сейчас, когда, закончив очередной твит, я, как идиот, направляю телефон к небу, потому что так Мегафон ловит лучше	RT Мегафон сообщил, что полностью вывел свои валютные резервы - из евро - и долларов и перевел их в рубли - и гонконгские доллар…	0
Сумасшедший Билайн.	Чорт. Хочу в билайне поработать	0
Что за хуйня? Я ещё в интеренете? Может в билайне третье с 6 начинается или блять что?	У меня Ростелеком провайдер, вчера вечером с трудом выходила хоть куда-то. Еле-еле грузились страницы, а потом и вовсе всё замерло.	0
"RT Где.вай фай.сука. Почему Билайн ""Е""	Нормально так у меня в щербинка на станции летает LTE megafon Ж/д станция Щербинка	0"
"RT Теперь в список просмотренных мною сериалов можно добавить рекламу Билайн со Светлаковым и МТС с Нагиевым)	""А вот", кажется," и блокировки пошли:А """"пора-валить"""" давно забанили в России? У меня нижегородский Ростелеком и вместо страницы с комментами""	0"
пошаговая инструкция распечатки звонков билайн распечатки	билайн ты надоел :( у меня экзамен завтра, сжалься, а. RT	0
RT Скачать игру лего звездные войны на мтс 970	RT Весь день нет сети!!! Ужас МТС меня подводит!! Иду завтра менять симку!	0
Tele2 отчиталась о проделанной работе социальной направленности. Москва – Tele2 Россия, альтернативный оператор мобильной связи, выпустил п	Все против меня(( завтра опять поеду в билайн из-за этого интернета	0
"Искренне благодарим Уруй Айаала от лица всей нашей медиагруппы и дружественного ОАО ""Ростелеком"" за…	В Крыму мобильная украинская связь (киевстар", лайф, мтс) работает хорошо. Не верьте вбросам РФ СМИ. Я была в Крыму 2 недели ,все ок.	0
RT Настройки подключения модема мтс	инструкция смартфон мтс 970 инструкция	0
Друзья! У кого есть ненужный номер МТС - погонять на месяц? Одолжите?	Чот сеть билайна тупит	0
Ростелеком задействовал в Ереване цепь со скоростью в 40 Гб/с	база мтс беларусь	0
уходил в билайн, предложили остаться, обещали скидку20%, остался, скидок нет,НАДУРИЛ МЕГАФОН?А ведь старый клиент!	Бесплановый билаин	0
Yota спасла «МегаФон» от стагнации	«ГАЗ» выиграл тендер «Ростелекома».Более трехсот автомобилей поставил Горьковский автомобильный завод «Группы ГАЗ» российской телекоммуник	0
Подарки за пополнение счета МТС в терминалах «Банк24 Национальный кредит»	Tele2 переходит на новую макрорегиональную структуру.Tele2 объявляет об изменении своей макрорегиональной структуры в рамках интеграции сот	0
RT «Ростелеком» смог отсрочить оказание универсальных услуг только до июля	Кто знает что с этим ёбилайном ? почему связь не работает ? (	0
Tele2 открыла седьмой салон связи в формате супермаркета в Вологодской области	Модем мтс инструкция	0
Мегафон повысил цены на старые тарифы на 20 %	сам. Вы своей вины не видите вот поэтому от вас и уходят вип клиенты и замете без сохранения номера потому что вы просрали базы	0
RT Буду благодарен тому, кто пополнит счет моего телефона. 8-926-153-07-01 (Мегафон).	Как узнать услуги мегафон	0
обязательно.	Самому скоростному оператору самый бодрый ведущий!) Площадка МегаФон Чувашия МегаАренна Площадь…	0
Тот самый момент, когда даже МТС не поздравляет	RT Внеочередное собрание акционеров МегаФона назначено на 22 сентября	0
договор аренды части нежилого помещения с билайном образец билайном с	Вслед за МегаФоном новый приют для своих денег нашли Норникель и Новатэк	0
Инфа из МТС, на следующей неделе в Смоленске будет 4G :))	У Мегафона не везде сплошное покрытие базовыми станциями. Они сейчас над этим работают. В этом плане у МТС покрытие лучше.	0
Купила мтс.	получилось) спасибо)	0
Украинские мобильные операторы 5 августа прекращают работу в Крыму / киевстар мтс лайф укртелеком интертелеко..	«Комстар-ОТС» строит сеть передачи данных для ВТБ24 в Санкт-Петербурге	0
Пермь Тренер молодых футболистов команды «Амкар» проверил интернет «Мегафон»	зря надеетесь:) в моем районе ваши планы развития меня не устроили, извините.	0
RT Доброго дня Kazan! Заправляйтесь на наших АЗС и получайте месяц БЕСПЛАТНОГО интернет от Beeline в подарок! :)	RT Пол часа ожидания консультанта - это перебор	0
я проблему решил, техподдержку рекомендую научить матчасти и общению с клиентами, далеко не все пользователи бестолковые	кстати по 4G когда вас ждать в Череповце? Мегафон не желает развиваться судя по всему	0
Я его понимаю, работал в Билайне, а это, как говорит Шендерович, вполне репрезентативный срез общества.	Мне в последнее время даж МТС не пишет((((9((9	0
Ничего не могу сказать, мегафон не пробовала)	Фучика 2	0
послал сообщение вам на электронку. Жду ответа.	В МТС Украины вопрос об отключении абонентов Крыма еще не решили?	0
Финдиректор «Мегафона» заявил, что компания перевела 40% активов из американских долларов в гонконгские	Пчелайн как всегда на высоте со своей рекламой. серия роликов про скоростной инет. Снимала команда	0
оффтоп: ты крутой," у тебя сам гендир Билайна в промоблоке размещается!	""-""""А ты где работаешь?"""" -""""В Теле2"""" -""""А"," в колл-центре что-ли?"""" -...""	0"
RT Настроить интернет билайн на ipad	RT Крым Киевстар прекратит свою работу в Крыму,вывески уже снимают,сотрудников обучают пришельцы из рос Билайна	0
Арвид у тебя есть номер мтс?	Перешел с мегафона на билайн, позвонили из сервиса и начали задавать вопросы, толкать скидки и предлагать тарифы, лол	0
Стоимость смартфона MegaFon Optima снижена до 1990 руб	3g значок горит. Iphone 5	0
возможно, уже был официальный запуск сети. Вы в каком городе находитесь? ^СБ МТС	МТС! ПАНИКА!	0
ну почему мне МТС не пишет? :с	Windows заблокирован 1000 рублей мтс	0
ага, и стоимость не понятная и деньги куда деваются тоже! Почему нет в Крыму Мтс рус?!	«Маршал» уходит из «Ростелекома»	0
"vestiua Украинские мобоператоры в очередной раз опровергли отключение сетей в Крыму: ""МТС…	деньгорода омск теле2 ялюблюомск	0"
Мегафон Интернет для LG GD350	В сети Tele2 увеличилась доля смартфонов.Лидером рейтинга операционных систем стала Android…	0
Не удается установить безопасное соединение с сервером говорит браузер Safari	RT Поскольку кое-кто пытается мутить воду с операторами, поднимать панику, написал в МТС, ответ непрямой, но какой дали h…	0
у мтс же красное яйко?	А говорили-то про 1января 2015 года раньше.Опять набрехали.МегаФона в Крыму нет.Это не есть хорошо	0
е173 мегафон драйвер Модем	RT Просто невероятно. Мы хотели сделать включение с параплана, но на территории Акулинино Yota/Мегафон выключили передачу да…	0
уточните, пожалуйста, какого характера Вам поступают сообщения? ^ДП МТС	Нет у вас в Москве Теле-2. Мучайтесь с МТС и Мегафоном и завидуйте молча.	0
Теле2 - нигде проблем не было...,а где я только не оказывался (все семейство на нем итог рублей 30 в месяц).	А вам тоже нравится реклама МТС с маленьким и милым мальчиком, который ждёт Деда Мороза?	0
RT Хотелось бы обратить внимание на деградацию в Петербурге. А не заметит - поможем. Уймите этот …	Блин, как же я люблю двач за легковесность. При умершей скорости инета (мтс-бревно в буке) грузится на ура.	0
МТС ??	Смартфон или планшет от МТС за 1990 рублей - новая акция оператора	0
RT ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … …	ВНИМАНИЕ! ОПРОС! Друзья! Для тех,у кого РОСТЕЛЕКОМ	0
для установки модема мтс 3g cdma-450	у меня он только периодически тупит... А так ок)	0
RT МегаФон запускает LTE за Северным полярным кругом	вонючий убогий недоинтернет от мтс , как можно быть таким дорогим и работать так хуёво?! максимальная ненависть	0
Сегодня в Лиге Футбольных Гостевых состоялся очередной тур, в котором футбольная команда нашего Форума встречалась с командой МТС. Наш сопе	А из крыма валит украинский мтс :с Тяжко нам без него будет :с Вот они сволочи, а.... Десятки тысяч человеков без связи...даже сотни..	0
Завтра у меня забирают модем в Ростелеком :с	RT Коль, ты преувеличиваешь мне влияние на космические процессы:)	0
хорошо, что есть твиттер и тебя могут услышать, попробуй тебя не услышь:)	Что за херня с интернетом Мегафон? Вообще не работает. Какого черта в Электростали работает, а в Москве нет???	0
Черт. Я забыл свой номер от билайна..	RT 3G мегафон прошивка	0
RT Хотим санкцмй от ЕС ? а Вакарчук рекламирует МТС ????	Компанию «МТС» поймали в недобросовестной конкуренции	0
"""Ростелеком"" проведет деловую игру для студентов ВГУЭС во Владивостоке В процессе тренинга уча	«Ростелеком» предлагает подключить телефон по выгодной цене	0"
405 База мобильных номеров МТС	RT завтра у меня отключает инет.не надо так,Мегафон	0
Билайн, перезапуск «Смарт 2 за 490»: Вторая по счёту акция «Смартфон за 490 рублей», предыдущая явно удалась ...	Путёвки в «Сочи-2014». Сто абонентов «МегаФона» едут на Олимпиаду	0
С 18:30 до 01:15 не было связи и моб. интернета МТС, а также проводного интернета от Киевстар. Пока появился только моб. интернет Стаханов	В текущем году Билайн планирует увеличить количество базовых станций	0
RT Клиенты «МегаФона» будут получать «Бонус за автоплатеж» до конца года: Всего за два месяца проведения акции «...	МТС собирается увеличить дивиденды на 25%	0
Запущен новый интернет-поисковик Спутник от Ростелекома	Tele2 расширяется в Москве	0
RT До скольки салон мтс работает?	RT На улице так мтс хорошо ловит	0
как вас зовут?	видео инструкция как писатьсмс с телефона на телефон мегафон мегафон	0
МТС у вас САМЫЙ ПЛОХОЙ ИНТЕРНЕТ в мире!!!! Просто УЖАС! Невозможно даже просто нормально пообщаться в вотсапе! Примите ме…	RT Я долго размышлял над одним вопросом, но так и не нашел ответа. Почему на логотипе МТС изображено яйцо в квадрате???	0
"RT А почему в рекламе МТС на словах ""минута счастья!"" и двух обнимающихся парнях либеральной внешности - вылетает плашка …	RT Ого", Asus Padfone Mini 4.3 в Мегафоне тоже очень дешево стоит:	0
Хабаровск : М 40 познакомлюсь сем парой мтс 3130263 флирт познакомиться	спасибо!	0
В целом согласен. Сам плачу с сотового. Заметил, что у мегафона и мтс разные сообщения приходят. Комиссию не наблюдал на мегафоне.	Мобильный кошелек на ультра может подменить nfc-карта МТС Банка.	0
там только МТС ловит	С опцией СуперБит от МТС чувствую себя комфортней в этом путешествии	0
чего это МТС вздумалось позвонить мне на мобильник," не смотря на то что он даже с др меня умидрился забыть поздравить.	""Ростелеком-Новосибирск"," заглушка """"доступ ограничен""""""	0"
МТС поделится с акционерами // Компания выплатит промежуточные дивиденды	МТС поделится с акционерами // Компания выплатит промежуточные дивиденды.МТС может выплатить промежуточные дивиденды в размере 12,9 млрд ру	0
Новосибирск,оператор Ростелеком , Тайга.инфо не открывается,но можно открыть через Хамелеон - Анонимайзер	Интересно, сколько от Ростелекома министр получил на маямскую бедность за это ОТКРОВЕННО КОРРУПЦИОННОЕ лоббирование?	0
"Продам стартовые пакеты мтс ""Россия"" репост пожалуйста	Давайте проверим. Для этого", пожалуйста, отправьте на Ваш номер и ссылку на твит. Это позволит нам билайн	0
Ишимский пивоваренный завод подключен к оптической сети «Ростелекома»	Все кому интересно или не очень, но вот мой новый номер телефона МТС. / +79787246609	0
"ВЭБ приобрел 4G-частоты для ""Ростелекома""	Хабаровск : М 40 познакомлюсь Д до 45 и/о мтс 3130263 tvchat	0"
NEWS: Количество пользователей «Личного кабинета» «Билайн» превысило отметку в 10 млн: Компания «ВымпелКом» (б...	МТС может выплатить промежуточные дивиденды в размере 12,9 млрд руб. В ближайшие полтора года МТС планирует выплатить акционерам еще не мен	0
"""МТС-Украина"" и ""Киевстар"" не намерены уступать рынок в Крыму	Ошибаетесь. Вот список сетей в Мск", в аппарате работает симка Билайн	0
В Таджикистане «жаркий» 3G-интернет от	РОСТЕЛЕКОМ СУКА ДАЙ ПОСПАТЬ	0
Крымские провайдеры стали передавать трафик через компанию «Миранда Медиа», которая принадлежит Ростелекому.	тк посмотри на сайте если мтс,там есть безлимит 7 рублей в день	0
Оказывается, единственный интернет, который работает в кузьмолово на всю 3G - это, как ни странно, Билайн	Спасибо Билайну за бесплатный интернет по ВСЕЙ России!	0
«Ростелеком»- победитель номинации «Культура и национальные ценности»	у нас только МТС ловится, иногда даже очень хорошо. Мегафон - стабильно еле-еле. Ждем новую вышку Мегафона рядом!	0
Автомобили с SIM-картами «МегаФона» тратят на 40% меньше топлива Яндекс Yandex	Украинские мобильные операторы продолжат работу в Крыму Крым GSM Киевстар Life МТС телефон связь экономика	0
RT Что вчера творилось с МТС? Я не могла никому дозвонится... RT	МТС ваш интернет убожество	0
RT Абонентов «Билайн» в Узбекистане может атаковать спам	Пошел платить за интернет, дошел до Билайна , вспомнил что забыл кошелек дома и пошел обратно домой , вот я долбаёб	0
раньше у Билайна намного лучше было с интернетом. Вот в последнюю неделю тупить начал. Там где у меня был H+, теперь E.	А еще мои друзья и знакомые, которые портируются от других на Билайн, получают от меня полосатую ручку и брелок с Москвой или Лондоном!	0
RT Москва по интернету выглядит так, из собственных наблюдений: 1. Мегафон 2. МТС …. 46. Билайн	мтс мне лимит -400 рублей сделал, теперь могу не только минус 150 уходить, а теперь 400 :)	0
Я и МТС и МегаФон просил.	Билайн хочет обойти конкурентов за счет клиентского сервиса? - Telekomza	0
читаю Борисыч радуется: Дали сим МТС, новая. Как настроить для звонков на мтс украины? И смс в РФ? - ЧТО ДЕЛАТЬ???	куда отправить?	0
Ссорян у меня деньги закончились Я по мск бродил искал салон мтс	RT база телефонных номеров билайн скачать	0
Мегафон внедряет новые стандарты связи	RT Верните пожалуйста мне деньги, за услуги которые я не заказывал!	0
руководство пользователя мтс 968	Завтра Билайн наконец то запустит 4g по городу. Я уж думал на Мегафон переходить	0
и куда писать, чтоб вернули деньги за использование этой услуги, которая не подключалась?	RT Ростелеком задействовал в Ереване цепь со скоростью в 40 Гб/с	0
"мтс. Зачисление пришло в 10.30 утра. Оплачивала в 8 вечера	""""""МТС"""" і """"Киевстар"""" не планируют прекращать обслуживание клиентов. Опять вброс для ватников чтоб скупали симки няшмяштелекома""	0"
Кто в курсе, можно ли перевести деньги с мобильника(МТС) на какой то другой счёт, например провайдера?	Здравствуйте. Ответ предоставлен в ЛС.	0
МТС поделится с акционерами	Клиенты «МегаФона» будут получать «Бонус за автоплатеж» до конца года: Всего за два месяца проведения акции «...	0
"Привет от экс-пчелайна :-)	""Компания AT Consulting организовала в объединенном центре обслуживания (ОЦО) компании """"ВымпелКом"""" электронный архив первичных документов. Р""	0"
билайн россия официальный сайт крым	кабель сообщил в интервью корр риа еаоmedia ведущий специалист отдела по связям со сми хабаровского филиала оао ростелеком	0
мтс ростов на дону домашний телефон стрим бланк заявления на смену тарифного плана домашний мтс	«Ростелеком» подключил в Татарстане 4-тысячного абонента K	0
RT Интересная ситуация сложилась в Крыму со связью - частоты МТС-Украины отдали К-телекому. Вопрос в том, будет ли работать МТС-…	ну как избавить от smsспама? посмотрите логи sms на мой номер - один спам!!! 1911 не помогает, сами знаете	0
Tele2 подводит итоги технического развития за первое полугодие 2014 года Тула Туляк Туларулит	ага, спасибо:)	0
"AT Consulting организовала в ОЦО ""ВымпелКом"" электронный архив первичных документов	""Спасибо"," уже сам всё сделал и опцию подключил. Сервис-Гид неожиданно """"проснулся"""""," дай бог ему здоровья""	0"
Как вызвать настройки мтс	RT Лайкнула запись, пока загружался интернет эту запись лайкнуло целых 11 человек! Эхх...интернет МегаФона что ты делаешь	0
об этом даже не знали! Тем более наивно полагать, что у помойки оборудование базовых станций подключено к источникам	МТС эмас УМС!	0
Клиенты «МегаФона» будут получать «Бонус за автоплатеж» до конца года	Короче, пришлось уехать с дачи, чтобы найти зону приема помойки И погрузиться в цирк дебилов из справочной службы по телефону.	0
А спонсор этого твита - билайн Билайн - срал я на вашу передачу данных в Перово	билайн брянск торрент	0
я навероне в мегафоне всем надоела уже. щас опять поцду, интернет не работает :////	Ростелеком - Ограниченный доступ: Постоянно выключается Wi-Fi. Приходится переподключаться и через 4-5 минут. ...	0
"Лох ошибочно закинул деньги на мой ""дремлющий"" МТС. Абонентку МТС с меня тут же списал, теперь лоху весь платеж вернет, меня в минус ((	""Новый российский оператор """"К-Телеком"""" будет работать в Крыму на частотах МТС""	0"
восьмой час не могу подключится и мобильному интернету!!! В последние время стало ужасное обслуживание!!!	Медведев: в Крыму начал работать российский сотовый оператор К-Телеком Apple Мегафон	0
"Мой муж перевел ""красивый"" номер из теле2 в мегафон. Пришел написал заявление в мегафон, что хочет перевести к ним номер из теле2.	Ну жена", отправила смс, чтобы узнать как правильно питаться, дочь для определения айкью) и сразу одна должна мтс 900 руб, а другая 400.	0
RT Приносим свои извинения за дост.неудобства.Реком.сост.заявку техн.спец.,отправьте запрос на	Конечно была в шоке и написала жалобу в МТС, но менеджеры ничем не утешили и все списали на мою невнимательность.	0
я в Москве как-то видела как одна латышка устроила истерику в Билайне, когда узнала, что входящие бесплатно только с мобильних на мобильные!	Экскурсия в павильон Мегафона	0
Операторы мобильной связи Украины, такие как МТС и Киевстар, будут работать в Севастополе параллельно с российскими сотовыми компаниями. Об	RT Мегафон сегодня идет на хуй	0
"Это Вы мне уже 5й раз пишете. И я туда писал уже трижды. Как связаться с вашим руководством?	""RT Часть клиентов """"Билайна"""" осталась без связи из-за поломки сетевого оборудования на юге России"," сообщил РИА """"Новост... Новости 2014""	0"
Однако, Вы искажаете факты. 31 июля Вы прислали опрос и сообщение, что, якобы, мне ответили. Но ответа не было! Почему?	«Билайн» запустил высокоскоростной интернет 4G в Абакане и Черногорске	0
RT Настройка stb ростелеком	как насроить asus rt n10 ввцке на ростелеком	0
гребанный мегафон!! ненавижу тебя	здравствуйте!Где-нибудь в Севере ловит связь мтс или лайф?	0
"Я живу в Волгограде и уезжаю в СПб на неделю. При подключении ""Моя страна"" мобильный интернет будет стоить так же, как дома?	RT Ростелеком задействовал в Ереване цепь со скоростью в 40 Гб/с событиявмире TEAMFOLLOWBACK	0"
мегафон годовой отчет 2011	«Ростелеком» – открытый чемпионат Махачкалы по пляжному футболу – стартовал в минувшие выходные в столице Дагестана, сообщили РИА «Дагестан	0
Вот вы говорите, у МегаФона лучший мобильный интернет. Почему тогда у моего 3g скорость даже до 2 мбит/с не доходит?	КурортыСеверногоКавказа архызpark кавказ блогтур мегафон 100skfo 7чудескавказа ажск Нижний…	0
МТС Украина продлевает сроки действия скидок на пользование 8230;	у нас просто нормальный мтс 981, ну, эм...	0
"предлагаю взять меня оклад)	""RT В очереди в Алло тетка: """"мне нужно поменять номер с украинского МТС на российский киевстар"""" Все логично"," в прочем как всегда …""	0"
"Коннект Менеджер для свистков МТС наделёт таакой убогой локализацией на английский...	""Ребята", если кто не в курсе," то с августа у Билайна наглым образом стала платной услуга """"Будь в курсе"""". 0.5р/сутки.Проверьте в своих ЛК.""	0"
N «Билайн» запустил LTE в Абакане и Черногорске	sledui В Трекере GPS, в автономном подогревателе тож Мегафон.	0
опасается за свой бизнес в узбекистане российская компания мтс опасается за свой бизнес в узбекистане генеральная прокуратура страны	ВЭБ приобрел 4G-частоты для Ростелекома	0
Отключили мобильную связь МТС, остался газ и свет	RT Настройка айпи тв ростелеком	0
"Как взять в кредит у megafon	""RT МТС """"лежит"""" уже 2 недели даже там"," где нет боев. Все мои родственники и друзья из Луганска и области перешли на Киевс…""	0"
Абоненты ВиваСелл-МТС могут пользоваться 4G-роумингом в сети МТС-Россия	МТС реорганизует часть розничной сети	0
МТС вернется в Узбекистан в формате совместного предприятия	Вчера ночью у меня опять не работал интернет МтС. До 1:00 чистили грибы, уже под конец я начала сходить с ума.	0
"RT В августе компания 4G-интернета ""Скартел"", принадлежащая ""Мегафону"" и действующая на рынке под брендом Yota, начнет ок…	RT Дубна адресная книга	0"
Думаю,что так у всех операторов. Интернет-помощник у МТС неплохой,в отличии от никакого билайновского. Пользуюсь МТС и Билайн.	RT Krsk Старший специалист по маркетингу и рекламе бизнес сегмента (от 28 600 до 40 000 руб.), ВымпелКом	0
МТС не работает. Что может быть лучше ? и как звонить теперь, тем более сегодня так нужно..	Таки доброе утро, сказал МТС и отключил всех украинских абонентов от сети в Крыму. крымнаш	0
Пополнение mts кредитные карты	Портал SMOTRIEGE.RU будет работать в режиме просмотра архива Портал SMOTRIEGE.RU, специально созданный ОАО &amp;quot;Ростелеком&amp;quot;	0
